Predicted_X,Predicted_Y,Z_HW_elev,Z_FW_elev
424047.78,338637.84,332.0,68.0
424257.62,338637.84,332.0,68.0
424467.5,338637.84,332.0,68.0
424677.38,338637.84,332.0,80.0
424887.22,338637.84,332.0,80.0
425097.1,338637.84,332.0,80.0
425306.94,338637.84,320.0,80.0
425516.8,338637.84,320.0,80.0
425726.7,338637.84,320.0,80.0
425936.53,338637.84,320.0,80.0
426146.4,338637.84,320.0,80.0
426356.28,338637.84,320.0,80.0
426566.12,338637.84,308.0,80.0
426776.0,338637.84,308.0,80.0
426985.84,338637.84,308.0,80.0
427195.72,338637.84,308.0,80.0
427405.6,338637.84,296.0,80.0
427615.44,338637.84,296.0,80.0
427825.3,338637.84,296.0,80.0
428035.16,338637.84,284.0,92.0
428245.03,338637.84,284.0,92.0
428454.9,338637.84,284.0,92.0
428664.75,338637.84,,
428874.62,338637.84,,
429084.5,338637.84,,
429294.34,338637.84,,
429504.22,338637.84,,
429714.06,338637.84,,
429923.94,338637.84,,
430133.8,338637.84,,
430343.66,338637.84,,
430553.53,338637.84,,
430763.38,338637.84,,
430973.25,338637.84,,
431183.12,338637.84,,
431392.97,338637.84,,
431602.84,338637.84,,
431812.72,338637.84,,
432022.56,338637.84,,
432232.44,338637.84,,
432442.28,338637.84,,
432652.16,338637.84,,
432862.03,338637.84,,
433071.88,338637.84,,
433281.75,338637.84,,
433491.6,338637.84,,
433701.47,338637.84,,
433911.34,338637.84,,
434121.2,338637.84,,
